"";"Origin";"Rating";"Price";"Titles";"Awards";"Vintage";"Country"
"EmmerichKnoll2013RiedLoibenbergSmaragdRiesling(Wachau)";"Austria";96;54;"EmmerichKnoll2013RiedLoibenbergSmaragdRiesling(Wachau)";"CellarSelection";2013;"Austria"
"FXPichler2013LoibnerLoibenbergSmaragdRiesling(Wachau)";"Austria";95;NA;"FXPichler2013LoibnerLoibenbergSmaragdRiesling(Wachau)";"";2013;"Austria"
"EmmerichKnoll2013RiedPfaffenbergSelectionRiesling(Wachau)";"Austria";95;63;"EmmerichKnoll2013RiedPfaffenbergSelectionRiesling(Wachau)";"CellarSelection";2013;"Austria"
"EmmerichKnoll2013RiedSchüttSmaragdRiesling(Wachau)";"Austria";95;73;"EmmerichKnoll2013RiedSchüttSmaragdRiesling(Wachau)";"";2013;"Austria"
"FXPichler2013DürnsteinerKellerbergSmaragdRiesling(Wachau)";"Austria";95;NA;"FXPichler2013DürnsteinerKellerbergSmaragdRiesling(Wachau)";"";2013;"Austria"
"FXPichler2013LoibnerBurgstallFederspielRiesling(Wachau)";"Austria";95;NA;"FXPichler2013LoibnerBurgstallFederspielRiesling(Wachau)";"";2013;"Austria"
"Müller-Grossmann2013SteinerPointRiesling(Kremstal)";"Austria";93;21;"Müller-Grossmann2013SteinerPointRiesling(Kremstal)";"";2013;"Austria"
"Eder2013SmaragdRiesling(Wachau)";"Austria";93;27;"Eder2013SmaragdRiesling(Wachau)";"";2013;"Austria"
"Malat2013SteinbühelRiesling(Kremstal)";"Austria";93;33;"Malat2013SteinbühelRiesling(Kremstal)";"";2013;"Austria"
"Jäger2013SteinrieglFederspielRiesling(Wachau)";"Austria";91;27;"Jäger2013SteinrieglFederspielRiesling(Wachau)";"";2013;"Austria"
"Jäger2013AchleitenSmaragdRiesling(Wachau)";"Austria";91;45;"Jäger2013AchleitenSmaragdRiesling(Wachau)";"";2013;"Austria"
"Bründlmayer2013HeiligensteinReserveLyraRiesling(Kamptal)";"Austria";96;35;"Bründlmayer2013HeiligensteinReserveLyraRiesling(Kamptal)";"";2013;"Austria"
"FranzHirtzberger2013SingerriedlSmaragdRiesling(Wachau)";"Austria";96;99;"FranzHirtzberger2013SingerriedlSmaragdRiesling(Wachau)";"Editors’Choice";2013;"Austria"
"Lagler2013Spitzer1000EimerbergSmaragdRiesling(Wachau)";"Austria";95;42;"Lagler2013Spitzer1000EimerbergSmaragdRiesling(Wachau)";"";2013;"Austria"
"Bründlmayer2013HeiligensteinAlteRebenReserveRiesling(Kamptal)";"Austria";95;41;"Bründlmayer2013HeiligensteinAlteRebenReserveRiesling(Kamptal)";"";2013;"Austria"
"FranzHirtzberger2013HochrainSmaragdRiesling(Wachau)";"Austria";95;70;"FranzHirtzberger2013HochrainSmaragdRiesling(Wachau)";"";2013;"Austria"
"Hiedler2013SteinhausReserveRiesling(Kremstal)";"Austria";95;35;"Hiedler2013SteinhausReserveRiesling(Kremstal)";"CellarSelection";2013;"Austria"
"DomäneWachau2013AchleitenSmaragdRiesling(Wachau)";"Austria";95;49;"DomäneWachau2013AchleitenSmaragdRiesling(Wachau)";"";2013;"Austria"
"Alzinger2013SteinertalSmaragdRiesling(Wachau)";"Austria";95;72;"Alzinger2013SteinertalSmaragdRiesling(Wachau)";"";2013;"Austria"
"Salomon-Undhof2013SteinerKöglReserveRiesling(Kremstal)";"Austria";94;55;"Salomon-Undhof2013SteinerKöglReserveRiesling(Kremstal)";"";2013;"Austria"
"Salomon-Undhof2013PfaffenbergReserveRiesling(Kremstal)";"Austria";94;55;"Salomon-Undhof2013PfaffenbergReserveRiesling(Kremstal)";"";2013;"Austria"
"Pichler-Krutzler2013LoibenbergRiesling(Wachau)";"Austria";94;42;"Pichler-Krutzler2013LoibenbergRiesling(Wachau)";"";2013;"Austria"
"DomäneWachau2013KellerbergSmaragdRiesling(Wachau)";"Austria";94;49;"DomäneWachau2013KellerbergSmaragdRiesling(Wachau)";"";2013;"Austria"
"Eichinger2013GaisbergReserveRiesling(Kamptal)";"Austria";94;28;"Eichinger2013GaisbergReserveRiesling(Kamptal)";"";2013;"Austria"
"Geyerhof2013KirchensteigReserveRiesling(Kremstal)";"Austria";94;46;"Geyerhof2013KirchensteigReserveRiesling(Kremstal)";"Editors’Choice";2013;"Austria"
"Malat2013SilberbichlReserveRiesling(Kremstal)";"Austria";94;39;"Malat2013SilberbichlReserveRiesling(Kremstal)";"";2013;"Austria"
"Loimer2013HeiligensteinReserveRiesling(Kamptal)";"Austria";94;90;"Loimer2013HeiligensteinReserveRiesling(Kamptal)";"";2013;"Austria"
"Pichler-Krutzler2013KellerbergRiesling(Wachau)";"Austria";94;55;"Pichler-Krutzler2013KellerbergRiesling(Wachau)";"";2013;"Austria"
"Geyerhof2013GoldbergReserveRiesling(Kremstal)";"Austria";94;54;"Geyerhof2013GoldbergReserveRiesling(Kremstal)";"";2013;"Austria"
"Schmelz2013DürnsteinerFreiheitSmaragdRiesling(Wachau)";"Austria";94;48;"Schmelz2013DürnsteinerFreiheitSmaragdRiesling(Wachau)";"";2013;"Austria"
"Müller-Grossmann2013SteinbieglReserveRiesling(Kremstal)";"Austria";93;33;"Müller-Grossmann2013SteinbieglReserveRiesling(Kremstal)";"";2013;"Austria"
"SchlossGobelsburg2013HeiligensteinReserveRiesling(Kamptal)";"Austria";93;72;"SchlossGobelsburg2013HeiligensteinReserveRiesling(Kamptal)";"";2013;"Austria"
"Malat2013DasBestevomRieslingReserveRiesling(Kremstal)";"Austria";93;77;"Malat2013DasBestevomRieslingReserveRiesling(Kremstal)";"";2013;"Austria"
"Alzinger2013LoibenbergSmaragdRiesling(Wachau)";"Austria";93;64;"Alzinger2013LoibenbergSmaragdRiesling(Wachau)";"";2013;"Austria"
"Eichinger2013HeiligensteinReserveRiesling(Kamptal)";"Austria";93;35;"Eichinger2013HeiligensteinReserveRiesling(Kamptal)";"";2013;"Austria"
"Fischer2013RiedKirnbergSmaragdRiesling(Wachau)";"Austria";93;27;"Fischer2013RiedKirnbergSmaragdRiesling(Wachau)";"";2013;"Austria"
"Allram2013HeiligensteinReserveRiesling(Kamptal)";"Austria";93;29;"Allram2013HeiligensteinReserveRiesling(Kamptal)";"";2013;"Austria"
"Hirsch2013HeiligensteinReserveRiesling(Kamptal)";"Austria";93;29;"Hirsch2013HeiligensteinReserveRiesling(Kamptal)";"";2013;"Austria"
"WinzerKrems2013PfaffenbergReserveRiesling(Kremstal)";"Austria";93;25;"WinzerKrems2013PfaffenbergReserveRiesling(Kremstal)";"";2013;"Austria"
"Arndorfer2013StrasserWeinbergeRiesling(Niederösterreich)";"Austria";92;28;"Arndorfer2013StrasserWeinbergeRiesling(Niederösterreich)";"";2013;"Austria"
"Tegernseerhof2013KellerbergSmaragdRiesling(Wachau)";"Austria";92;49;"Tegernseerhof2013KellerbergSmaragdRiesling(Wachau)";"";2013;"Austria"
"Jurtschitsch2013HeiligensteinAlteRebenReserveRiesling(Kamptal)";"Austria";92;60;"Jurtschitsch2013HeiligensteinAlteRebenReserveRiesling(Kamptal)";"";2013;"Austria"
"Nigl2013HochäckerReserveRiesling(Kremstal)";"Austria";92;66;"Nigl2013HochäckerReserveRiesling(Kremstal)";"";2013;"Austria"
"Nigl2013PrivatPellingenReserveRiesling(Kremstal)";"Austria";92;78;"Nigl2013PrivatPellingenReserveRiesling(Kremstal)";"";2013;"Austria"
"Allram2013GaisbergReserveRiesling(Kamptal)";"Austria";92;26;"Allram2013GaisbergReserveRiesling(Kamptal)";"";2013;"Austria"
"MarkusHuber2013BergReserveRiesling(Traisental)";"Austria";92;72;"MarkusHuber2013BergReserveRiesling(Traisental)";"";2013;"Austria"
"StadtKrems2013GrillenparzReserveRiesling(Kremstal)";"Austria";92;40;"StadtKrems2013GrillenparzReserveRiesling(Kremstal)";"";2013;"Austria"
"Hiedler2013GaisbergReserveRiesling(Kamptal)";"Austria";92;43;"Hiedler2013GaisbergReserveRiesling(Kamptal)";"";2013;"Austria"
"Proidl2013EhrenfelsReserveRiesling(Kremstal)";"Austria";92;48;"Proidl2013EhrenfelsReserveRiesling(Kremstal)";"";2013;"Austria"
"Forstreiter2013SchieferReserveRiesling(Kremstal)";"Austria";91;NA;"Forstreiter2013SchieferReserveRiesling(Kremstal)";"";2013;"Austria"
"StiftGöttweig2013SilberbichlReserveRiesling(Kremstal)";"Austria";91;36;"StiftGöttweig2013SilberbichlReserveRiesling(Kremstal)";"";2013;"Austria"
"GruberRöschitz2013DerKönigsbergRiesling(Niederösterreich)";"Austria";91;20;"GruberRöschitz2013DerKönigsbergRiesling(Niederösterreich)";"";2013;"Austria"
"Mantlerhof2013SteingrabenReserveRiesling(Kremstal)";"Austria";91;32;"Mantlerhof2013SteingrabenReserveRiesling(Kremstal)";"";2013;"Austria"
"Tegernseerhof2013SteinertalSmaragdRiesling(Wachau)";"Austria";90;42;"Tegernseerhof2013SteinertalSmaragdRiesling(Wachau)";"";2013;"Austria"
"SeppMoser2013GelblingReserveRiesling(Kremstal)";"Austria";90;25;"SeppMoser2013GelblingReserveRiesling(Kremstal)";"";2013;"Austria"
"Schwarzböck2013AichleitenReserveRiesling(Niederösterreich)";"Austria";89;35;"Schwarzböck2013AichleitenReserveRiesling(Niederösterreich)";"";2013;"Austria"
"Hirsch2013GaisbergReserveRiesling(Kamptal)";"Austria";89;65;"Hirsch2013GaisbergReserveRiesling(Kamptal)";"";2013;"Austria"
"Dürnberg2013ErdenliedRiesling(Niederösterreich)";"Austria";87;13;"Dürnberg2013ErdenliedRiesling(Niederösterreich)";"";2013;"Austria"
"Dürnberg2013FalkensteinerLagenRiesling(Niederösterreich)";"Austria";86;15;"Dürnberg2013FalkensteinerLagenRiesling(Niederösterreich)";"";2013;"Austria"
"Salomon-Undhof2013SteinterrassenRiesling(Kremstal)";"Austria";92;25;"Salomon-Undhof2013SteinterrassenRiesling(Kremstal)";"";2013;"Austria"
"Steininger2013Riesling(Kamptal)";"Austria";91;24;"Steininger2013Riesling(Kamptal)";"";2013;"Austria"
"HermannMoser2013GelblingRiesling(Kremstal)";"Austria";91;21;"HermannMoser2013GelblingRiesling(Kremstal)";"";2013;"Austria"
"Eichinger2013VomBergRiesling(Kamptal)";"Austria";90;NA;"Eichinger2013VomBergRiesling(Kamptal)";"";2013;"Austria"
"JosefJamek2013RiedKlausFederspielRiesling(Wachau)";"Austria";90;NA;"JosefJamek2013RiedKlausFederspielRiesling(Wachau)";"";2013;"Austria"
"SeppMoser2013VondenTerrassenRiesling(Kremstal)";"Austria";90;25;"SeppMoser2013VondenTerrassenRiesling(Kremstal)";"";2013;"Austria"
"Unger2013SteinTerrassenRiesling(Kremstal)";"Austria";90;10;"Unger2013SteinTerrassenRiesling(Kremstal)";"BestBuy";2013;"Austria"
"Brandl2013TerrassenRiesling(Kamptal)";"Austria";90;29;"Brandl2013TerrassenRiesling(Kamptal)";"";2013;"Austria"
"Buchegger2013TiefenthalRiesling(Kremstal)";"Austria";90;23;"Buchegger2013TiefenthalRiesling(Kremstal)";"";2013;"Austria"
"JosefSchmid2013VomUrgesteinRiesling(Kremstal)";"Austria";90;22;"JosefSchmid2013VomUrgesteinRiesling(Kremstal)";"";2013;"Austria"
"Mantlerhof2013ZehetnerinRiesling(Kremstal)";"Austria";90;NA;"Mantlerhof2013ZehetnerinRiesling(Kremstal)";"";2013;"Austria"
"StadtKrems2013SteinterrassenRiesling(Kremstal)";"Austria";90;28;"StadtKrems2013SteinterrassenRiesling(Kremstal)";"";2013;"Austria"
"Bründlmayer2013SteinmasselRiesling(Kamptal)";"Austria";90;NA;"Bründlmayer2013SteinmasselRiesling(Kamptal)";"";2013;"Austria"
"DomäneWachau2013TerrassenFederspielRiesling(Wachau)";"Austria";89;19;"DomäneWachau2013TerrassenFederspielRiesling(Wachau)";"";2013;"Austria"
"Hirsch2013ZöbingRiesling(Kamptal)";"Austria";89;28;"Hirsch2013ZöbingRiesling(Kamptal)";"";2013;"Austria"
"Türk2013KremserWeinzierlbergRiesling(Kremstal)";"Austria";89;19;"Türk2013KremserWeinzierlbergRiesling(Kremstal)";"";2013;"Austria"
"MarkusHuber2013EngelsbergRiesling(Traisental)";"Austria";89;24;"MarkusHuber2013EngelsbergRiesling(Traisental)";"";2013;"Austria"
"Loimer2013LangenloisRiesling(Kamptal)";"Austria";89;25;"Loimer2013LangenloisRiesling(Kamptal)";"";2013;"Austria"
"MarkusHuber2013TerrassenRiesling(Traisental)";"Austria";89;16;"MarkusHuber2013TerrassenRiesling(Traisental)";"";2013;"Austria"
"Nigl2013DornleitenRiesling(Kremstal)";"Austria";89;29;"Nigl2013DornleitenRiesling(Kremstal)";"";2013;"Austria"
"Tegernseerhof2013TerrassenFederspielRiesling(Wachau)";"Austria";89;NA;"Tegernseerhof2013TerrassenFederspielRiesling(Wachau)";"";2013;"Austria"
"Weszeli2013LoiserbergRiesling(Kamptal)";"Austria";89;24;"Weszeli2013LoiserbergRiesling(Kamptal)";"";2013;"Austria"
"WeingutChrist2013WiesthalenRiesling(Vienna)";"Austria";88;25;"WeingutChrist2013WiesthalenRiesling(Vienna)";"";2013;"Austria"
"Wieninger2013Riesling(Vienna)";"Austria";88;23;"Wieninger2013Riesling(Vienna)";"";2013;"Austria"
"JosefEhmoser2013VomGelbenLössRiesling(Wagram-Donauland)";"Austria";88;20;"JosefEhmoser2013VomGelbenLössRiesling(Wagram-Donauland)";"";2013;"Austria"
"Fritsch2013Riesling(Wagram-Donauland)";"Austria";88;NA;"Fritsch2013Riesling(Wagram-Donauland)";"";2013;"Austria"
"Loimer2013LenzRiesling(Niederösterreich)";"Austria";87;21;"Loimer2013LenzRiesling(Niederösterreich)";"";2013;"Austria"
"Höpler2013Riesling(Burgenland)";"Austria";87;23;"Höpler2013Riesling(Burgenland)";"";2013;"Austria"
"LandhausMayer2013Riesling(Niederösterreich)";"Austria";87;16;"LandhausMayer2013Riesling(Niederösterreich)";"";2013;"Austria"
"StiftKlosterneuburg2013Riesling(Niederösterreich)";"Austria";87;NA;"StiftKlosterneuburg2013Riesling(Niederösterreich)";"";2013;"Austria"
"Pleil2013Riesling(Niederösterreich)";"Austria";86;NA;"Pleil2013Riesling(Niederösterreich)";"";2013;"Austria"
"Stadlmann2013Riesling(Niederösterreich)";"Austria";85;NA;"Stadlmann2013Riesling(Niederösterreich)";"";2013;"Austria"
"DomaineZind-Humbrecht2013BrandGrandCruRiesling(Alsace)";"Alsace";96;100;"DomaineZind-Humbrecht2013BrandGrandCruRiesling(Alsace)";"CellarSelection";2013;"France"
"DomaineZind-Humbrecht2013ClosSaintUrbainRangendeThannGrandCruRiesling(Alsace)";"Alsace";96;120;"DomaineZind-Humbrecht2013ClosSaintUrbainRangendeThannGrandCruRiesling(Alsace)";"CellarSelection";2013;"France"
"RenéMuré2013ClosSaintLandelinVorbourgGrandCruRiesling(Alsace)";"Alsace";95;50;"RenéMuré2013ClosSaintLandelinVorbourgGrandCruRiesling(Alsace)";"";2013;"France"
"Boeckel2013WiebelsbergGrandCruRiesling(Alsace)";"Alsace";94;NA;"Boeckel2013WiebelsbergGrandCruRiesling(Alsace)";"";2013;"France"
"DomaineSchoffit2013ClosSaint-ThéobaldSchistesRangenGrandCruRiesling(Alsace)";"Alsace";94;57;"DomaineSchoffit2013ClosSaint-ThéobaldSchistesRangenGrandCruRiesling(Alsace)";"";2013;"France"
"MartinSchaetzel2013EichbergGrandCruRiesling(Alsace)";"Alsace";94;40;"MartinSchaetzel2013EichbergGrandCruRiesling(Alsace)";"";2013;"France"
"MartinSchaetzel2013PfersigbergGrandCruRiesling(Alsace)";"Alsace";94;40;"MartinSchaetzel2013PfersigbergGrandCruRiesling(Alsace)";"";2013;"France"
"Boeckel2013ZotzenbergGrandCruRiesling(Alsace)";"Alsace";94;NA;"Boeckel2013ZotzenbergGrandCruRiesling(Alsace)";"";2013;"France"
"DomaineBott-Geyl2013SchlossbergGrandCruRiesling(Alsace)";"Alsace";93;43;"DomaineBott-Geyl2013SchlossbergGrandCruRiesling(Alsace)";"";2013;"France"
"DomaineBott-Geyl2013SchoenenbourgGrandCruRiesling(Alsace)";"Alsace";93;40;"DomaineBott-Geyl2013SchoenenbourgGrandCruRiesling(Alsace)";"";2013;"France"
"Jean-MarcBernhard2013Wineck-SchlossbergGrandCruRiesling(Alsace)";"Alsace";92;34;"Jean-MarcBernhard2013Wineck-SchlossbergGrandCruRiesling(Alsace)";"";2013;"France"
"DomaineFernandEngel2013MandelbergGrandCruRiesling(Alsace)";"Alsace";92;29;"DomaineFernandEngel2013MandelbergGrandCruRiesling(Alsace)";"";2013;"France"
"DomaineFernandEngel2013PraelatenbergdeKintzheimGrandCruRiesling(Alsace)";"Alsace";92;24;"DomaineFernandEngel2013PraelatenbergdeKintzheimGrandCruRiesling(Alsace)";"";2013;"France"
"Jean-BaptisteAdam2013KaefferkopfGrandCruVieillesVignesRiesling(Alsace)";"Alsace";92;54;"Jean-BaptisteAdam2013KaefferkopfGrandCruVieillesVignesRiesling(Alsace)";"";2013;"France"
"JosephCattin2013HatschbourgGrandCruRiesling(Alsace)";"Alsace";92;30;"JosephCattin2013HatschbourgGrandCruRiesling(Alsace)";"";2013;"France"
"PierreSparr2013SchoenenbourgGrandCruRiesling(Alsace)";"Alsace";91;49;"PierreSparr2013SchoenenbourgGrandCruRiesling(Alsace)";"";2013;"France"
"Jean-BaptisteAdam2013Wineck-SchlossbergGrandCruRiesling(Alsace)";"Alsace";91;54;"Jean-BaptisteAdam2013Wineck-SchlossbergGrandCruRiesling(Alsace)";"";2013;"France"
"Kuentz-Bas2013EichbergGrandCruRiesling(Alsace)";"Alsace";91;39;"Kuentz-Bas2013EichbergGrandCruRiesling(Alsace)";"";2013;"France"
"Kuentz-Bas2013PfersigbergGrandCruRiesling(Alsace)";"Alsace";91;39;"Kuentz-Bas2013PfersigbergGrandCruRiesling(Alsace)";"";2013;"France"
"Willm2013KirchbergdeBarrGrandCruRiesling(Alsace)";"Alsace";91;22;"Willm2013KirchbergdeBarrGrandCruRiesling(Alsace)";"";2013;"France"
"FrédéricMallo2013RosackerGrandCruVieillesVignesRiesling(Alsace)";"Alsace";90;NA;"FrédéricMallo2013RosackerGrandCruVieillesVignesRiesling(Alsace)";"";2013;"France"
"Kuentz-Bas2013GeisbergGrandCruRiesling(Alsace)";"Alsace";90;42;"Kuentz-Bas2013GeisbergGrandCruRiesling(Alsace)";"";2013;"France"
"Jean-MarcBernhard2013SchlossbergGrandCruRiesling(Alsace)";"Alsace";89;34;"Jean-MarcBernhard2013SchlossbergGrandCruRiesling(Alsace)";"";2013;"France"
"DopffAuMoulin2013SchoenenbourgGrandCruRiesling(Alsace)";"Alsace";88;34;"DopffAuMoulin2013SchoenenbourgGrandCruRiesling(Alsace)";"";2013;"France"
"DomaineZind-Humbrecht2013ClosWindsbuhlRiesling(Alsace)";"Alsace";94;80;"DomaineZind-Humbrecht2013ClosWindsbuhlRiesling(Alsace)";"Editors’Choice";2013;"France"
"DomaineOstertag2013ClosMathisRiesling(Alsace)";"Alsace";94;47;"DomaineOstertag2013ClosMathisRiesling(Alsace)";"";2013;"France"
"DomaineOstertag2013FronholzRiesling(Alsace)";"Alsace";94;48;"DomaineOstertag2013FronholzRiesling(Alsace)";"";2013;"France"
"DomaineOstertag2013HeissenbergRiesling(Alsace)";"Alsace";93;48;"DomaineOstertag2013HeissenbergRiesling(Alsace)";"";2013;"France"
"DomaineZind-Humbrecht2013CalcaireRiesling(Alsace)";"Alsace";93;55;"DomaineZind-Humbrecht2013CalcaireRiesling(Alsace)";"";2013;"France"
"MauriceSchoech&Fils2013SonnenbergRiesling(Alsace)";"Alsace";92;28;"MauriceSchoech&Fils2013SonnenbergRiesling(Alsace)";"";2013;"France"
"RenéMuré2013CôtedeRouffachRiesling(Alsace)";"Alsace";92;32;"RenéMuré2013CôtedeRouffachRiesling(Alsace)";"";2013;"France"
"DomaineBarmès-Buecher2013ClosSandRiesling(Alsace)";"Alsace";92;40;"DomaineBarmès-Buecher2013ClosSandRiesling(Alsace)";"";2013;"France"
"DomaineBarmès-Buecher2013LeimentalRiesling(Alsace)";"Alsace";92;35;"DomaineBarmès-Buecher2013LeimentalRiesling(Alsace)";"";2013;"France"
"DomaineBarmès-Buecher2013RosenbergRiesling(Alsace)";"Alsace";92;30;"DomaineBarmès-Buecher2013RosenbergRiesling(Alsace)";"";2013;"France"
"DomaineZind-Humbrecht2013Terroird'AlsaceRiesling(Alsace)";"Alsace";92;30;"DomaineZind-Humbrecht2013Terroird'AlsaceRiesling(Alsace)";"";2013;"France"
"Boeckel2013BrandluftVieillesVignesRiesling(Alsace)";"Alsace";92;30;"Boeckel2013BrandluftVieillesVignesRiesling(Alsace)";"";2013;"France"
"HenriSchoenheitz2013HerrenrebenRiesling(Alsace)";"Alsace";92;25;"HenriSchoenheitz2013HerrenrebenRiesling(Alsace)";"";2013;"France"
